Soil Colour,Ph,Crop type,Soil Moisture,Temperature,Air Humidity
brown,7,Maize,896.9207261,23.17140371,49.6750278
red,6.8,Maize,430.8908044,27.0837717,77.41663319
red,6.18,Maize,822.6040683,27.28413799,78.7987682
red,5.85,Maize,833.7799071,35.03191653,77.80299688
red,6,Maize,352.3194882,25.53966099,56.55549352
black;vertisol,6.74,Maize,376.9424616,27.46201095,76.26126693
Dark brown,6.04,Maize,318.361253,21.04947849,74.7220189
red,5.2,Maize,413.1312798,20.39740386,42.87430127
red,5.71,Maize,582.2780793,18.01462164,70.74577566
red,5.58,Maize,343.7628907,35.32201167,72.54191904
black,5.67,Maize,392.1738541,21.42281732,51.54945455
black,6.82,Maize,829.4950396,34.41407157,73.9541795
black,6.6,Maize,814.5781532,18.92674114,62.47289158
black,6.7,Maize,509.1839476,20.02776363,73.33629501
red,6.7,Maize,733.8928674,36.6035372,72.98299987
black,6.75,Maize,852.5334564,32.0863196,51.42143814
red,5.8,Maize,537.8761427,26.83801608,38.84517637
black,6.5,Maize,395.2369078,37.15785355,80.0388574
black,6.63,Maize,951.7781585,37.67862155,39.52411741
red,5.19,Maize,572.997861,36.45793153,42.74833658
red,5.7,Maize,399.3546084,26.13175196,41.719567
red,4.85,Maize,715.7459405,38.02073374,52.36803162
brown,5.3,Maize,551.5824727,36.83052089,51.41369879
red,5.7,Maize,879.1089357,22.50825035,60.12546566
red,5.77,Maize,425.838215,22.7395264,62.49863545
black,7.87,Maize,588.7125841,25.62239033,73.98744086
black,6.2,Maize,610.5861511,23.32851761,46.66156159
red,6.7,Maize,796.0432115,25.54947287,76.45434332
red,5.53,Maize,411.8743762,29.63764247,52.7413569
red,6.2,Maize,786.5783593,33.76130548,55.75406889
brown,6.2,Maize,882.9217666,21.89630868,71.56458512
red,5.33,Maize,790.9798944,24.23635609,74.71687459
red,5.7,Maize,375.1553343,34.91530467,43.34271301
brown,6.1,Maize,765.1037923,27.09184577,41.11651556
brown,5.7,Maize,645.8781167,37.28614811,78.85798788
brown,6.9,Maize,673.597706,35.68429842,69.9225415
red,5.7,Maize,324.2774733,26.0303623,76.34769191
red,5.65,Maize,771.2717588,28.42526144,70.67140279
brown,6.1,Maize,481.6331468,30.43354001,63.25436609
brown,6.1,Maize,501.4147567,36.22010872,47.84817374
red,4.9,Maize,398.3215745,20.59040396,56.36876417
red,5.4,Maize,614.762841,34.07936867,48.58571546
red,5.8,Maize,849.0642277,27.17001297,65.26879925
red,6.3,Maize,772.5628682,38.12827559,39.85123286
brown,5.2,Maize,741.407051,18.66441051,41.03344518
brown,6.1,Maize,922.8564141,31.88534617,61.01089803
red,5.95,Maize,816.3100641,38.22959979,69.12750837
red,5.18,Maize,847.6481564,20.5628409,48.34099105
red,5.9,Maize,411.5622828,30.9893712,39.52565563
reddish brown,4.65,Maize,772.3474513,29.71291898,79.6686685
red,5.7,Maize,593.598991,20.56375592,78.00938173
black,6.15,Maize,745.3175909,31.81859189,77.1647144
red,6.4,Maize,563.56001,22.54377896,66.68332641
red,5.77,Maize,426.9562888,26.82838674,43.10713032
red,5.85,Maize,618.0606509,34.20291451,66.38795334
red,5.45,Maize,958.2835515,30.39157064,69.53378648
red,6.1,Maize,805.8688082,33.97034026,77.55448325
brown,6.1,Maize,325.7249151,28.79590909,71.45590798
red,5.4,Maize,334.5724292,19.34614023,60.02793724
brown,5.8,Maize,900.0641563,35.99459246,70.56225747
red,5.32,Maize,879.4407285,24.99259591,62.25855264
red,5.7,Maize,405.4281069,36.82697246,48.08521963
red,5.55,Maize,898.5863044,38.12908973,74.72516916
red,5.9,Maize,792.913998,27.28920859,73.46841066
brown,5.93,Maize,612.4717737,20.45731896,61.79726659
red,5.65,Maize,461.8582507,33.25359349,52.40324725
black,5.5,Maize,870.7765486,30.28685547,47.9522452
brown,6.61,Maize,671.1463815,32.87584154,62.57931811
red,6.8,Maize,974.0684397,31.60864288,63.04322198
red,5.8,Maize,718.4900424,29.22354942,77.41672612
red,5.5,Maize,904.7488909,35.36860511,66.13153802
red,5.35,Maize,981.561646,25.50199459,66.90263628
red,6.1,Maize,629.3157111,20.9068705,75.9215023
red,5.55,Maize,645.6984905,33.76585531,61.33748979
brown,5.9,Maize,447.2390689,20.18853472,44.47114186
red,5.88,Maize,951.406918,26.15659215,50.14478912
red,5.7,Maize,842.7673149,26.43369029,38.73615313
other,5.6,Maize,756.696246,33.62983275,49.5697098
reddish brown,5.74,Maize,917.6565692,36.41286296,70.43673902
brown,5.8,Maize,487.5724601,36.95204075,62.4519253
red,5.47,Maize,795.6920931,37.97553562,45.33574798
reddish brown,6.38,Maize,702.3405512,32.08554682,70.76016441
red,5.28,Maize,955.2516986,20.85931508,74.06876302
red,6.1,Maize,491.1625869,23.34328605,42.56991565
red,5.77,Maize,662.467081,29.50807608,74.27102789
red,5.9,Maize,341.0943811,38.49616185,50.69755046
red,5.05,Maize,696.6647534,24.60727576,72.34820182
brown,5.6,Maize,410.1254668,26.2672628,50.23030524
red,5.3,Maize,922.5260988,24.3943415,44.88459902
red,5.3,Maize,843.0157627,18.2443674,60.78954193
red,5.4,Maize,917.3102029,38.53273954,65.6475301
red,6.2,Maize,763.0404539,31.56314492,46.43981872
red,5.7,Maize,868.0491244,28.07503755,58.78654563
brown,6.91,Maize,932.6630763,26.96147866,56.94024052
black,5.89,Maize,981.0881666,20.84796329,39.41044793
red,5.22,Maize,601.5095875,38.52408886,70.88129157
red,5.3,Maize,538.49227,33.79457015,56.46745144
red,5.1,Maize,544.7806509,35.58114467,57.16116376
brown,5.8,Maize,543.2792964,34.92310499,42.49412117
red,5.3,Maize,775.8401079,18.33556677,60.33309407
gray,7.2,Maize,466.9110968,26.47355322,54.13469679
red,6.4,Maize,533.496481,24.42168362,39.67519274
red,6.9,Maize,776.461076,27.83147157,51.53400758
red,5.67,Maize,541.5849014,21.10716265,62.73596857
red,5.4,Maize,331.4719375,26.54417383,76.44850898
red,5.45,Maize,612.7531155,35.13290925,57.54915289
red,5.1,Maize,427.8619143,28.40843084,46.67428875
red,5.4,Maize,561.7539148,38.0509924,57.52773352
brown,5.8,Maize,365.9719262,31.25134785,42.94431805
red,5.4,Maize,697.0727392,29.57996885,65.54680343
red,5.48,Maize,484.9076413,19.55293372,49.1829091
red,5.2,Maize,652.3921791,38.17366614,45.63386278
red,5.65,Maize,625.0455324,32.88319429,55.59374329
red,5.6,Maize,952.3752926,28.81011357,65.0174176
red,5.1,Maize,452.1372225,19.54524987,69.04245625
red,5.6,Maize,345.6457364,27.42363551,49.95820178
red,5.12,Maize,943.401588,35.88576211,53.82023702
red,5.26,Maize,862.0702184,24.43757843,56.71107233
red,5.5,Maize,714.0802607,27.77074904,56.73451486
red,5.34,Maize,763.8055136,34.64496466,78.41743549
red,6.35,Maize,608.1247804,22.85630184,78.58431234
red,5.8,Maize,800.5218096,32.54701967,57.69360196
red,6.2,Maize,486.1739106,28.41506164,62.53325751
red,6.35,Maize,762.9626562,34.25438293,48.55553747
red,5.2,Maize,793.129016,32.57182009,54.25227933
red,5.5,Maize,601.051625,23.52825114,65.17567109
red,5.63,Maize,455.5010443,18.38735323,57.0182383
brown,6.56,Maize,731.8451816,24.63355719,49.64546899
red,5.56,Maize,335.0350244,18.76061559,45.44660398
red,5,Maize,717.7373975,34.49535651,51.68880551
red,5.3,Maize,885.8151168,20.52803844,64.0906948
black,6.3,Maize,763.7076317,24.31750449,53.59354882
red,5.8,Maize,914.4500497,29.51432443,46.15212752
red,5.56,Maize,852.7526383,21.96109078,80.49571068
red,5.3,Maize,614.2563435,29.0410839,45.89686347
red,6.25,Maize,490.5713677,18.27820412,44.50609539
red,5.5,Maize,956.4926398,28.21681335,69.24408902
red,6.3,Maize,455.9400283,29.00212273,39.48369671
red,6.1,Maize,364.1592977,27.1874529,41.95650088
red,5.55,Maize,753.1960725,19.58310237,63.51756359
red,5.37,Maize,623.2124867,31.60155129,51.92852154
brown,6,Maize,451.7707992,20.80402442,79.54323935
black,6.5,Maize,979.2974156,38.84293576,69.97575661
red,5.6,Maize,571.383906,25.81347988,78.36860314
gray,6.58,Maize,585.0704285,30.7772234,45.60189139
brown,7.4,Maize,430.5411805,23.46593004,64.86155286
red,5.56,Maize,416.5522519,27.55021556,52.37494803
red,5.75,Maize,700.8490338,21.65750777,52.64304816
black,7.4,Maize,612.5916756,33.51545783,75.65115624
red,5.21,Maize,600.4988599,30.17941741,40.39361204
brown,5.8,Maize,779.736872,38.38690561,68.87082719
red,5.8,Maize,591.6590228,28.23926526,39.20534253
black,6,Maize,329.1609182,25.53942205,56.30836596
brown,6.77,Maize,470.9348848,28.62761622,69.68449097
black,6.8,Maize,809.5330394,22.57648481,79.90133221
red,7.4,Maize,679.9533815,35.18204013,44.55849109
brown,5.3,Maize,641.9085501,19.17876027,71.35612959
red,5.69,Maize,538.7504784,27.2062208,59.92244686
red,5.1,Maize,759.3150161,19.87688761,61.84337079
red,6.01,Maize,978.1827032,29.80435806,42.27862158
brown,5.89,Maize,861.4379067,38.59688176,39.57399789
brown,5.89,Maize,340.2391638,38.20971502,63.82291678
red,7.4,Maize,381.1442866,18.11304123,79.62575131
red,5.6,Maize,895.8082439,26.41174852,51.82552902
gray,6.8,Maize,472.5702002,33.34728323,76.84851363
gray,6.1,Maize,926.0653026,28.64922722,80.58427333
brown,5.3,Maize,483.5712479,25.54930834,64.29258308
red,5.3,Maize,476.5456231,29.00960184,38.82722236
red,5.6,Maize,679.5204933,37.76774891,67.36172277
brown,6.1,Maize,677.7516899,37.03844843,41.94293682
black,6.1,Maize,350.8412368,27.02201533,50.68332873
brown,5.8,Maize,786.7254627,36.92496264,73.32102225
red,5.3,Maize,412.9450075,27.18849031,44.91292984
brown,5.2,Maize,739.9530543,38.48850117,55.75435119
brown,6.1,Maize,412.0931479,21.11567173,55.30019236
brown,5.99,Maize,721.0947791,35.66463655,41.36892136
black,7.7,Maize,746.7246545,18.37122535,62.13011809
brown,5.8,Maize,537.425591,24.04089714,62.47219366
brown,5.4,Maize,586.7720589,28.41086385,80.36430187
black,5.8,Maize,349.2480236,36.48286722,70.15941623
red,5.52,Maize,734.5273753,36.65283988,49.77996509
black,5.8,Maize,364.6044059,19.09225657,64.74085832
brown,5.8,Maize,361.8571291,28.98697017,62.14859071
red,5.4,Maize,834.7549613,28.24835958,40.92329332
brown,5.8,Maize,933.6490928,31.81953237,53.14053546
brown,5.8,Maize,712.2687136,31.47954676,38.3814406
brown,5.85,Maize,422.8464662,27.3765463,46.39100522
brown,5.8,Maize,809.3882129,26.32843352,52.36883325
brown,5.8,Maize,502.9893454,30.74144349,45.54884167
brown,5.4,Maize,521.3668525,20.39386274,78.37946964
brown,5.8,Maize,613.2395498,37.63945741,47.30228083
brown,6,Maize,558.7002247,30.26311956,49.00764595
brown,6,Maize,359.315064,19.94929506,69.01191115
red,6,Maize,680.8896566,20.2488131,42.35441552
black,6,Maize,666.2312159,33.91205345,63.83403686
red,6.02,Maize,391.1349267,18.17261608,66.7660268
red,5.24,Maize,849.4565568,38.74172242,71.38922151
black,5.91,Maize,867.4116295,32.77610701,58.37257687
brown,6.25,Maize,561.5841863,20.57018446,78.26497553
brown,5.8,Maize,473.0656913,33.52237923,61.97113443
black,5.8,Maize,886.475599,36.48049435,46.30364834
red,6,Maize,876.944281,19.15283424,63.9014646
brown,6,Maize,981.191638,30.65428345,55.83766702
brown,6,Maize,761.5880665,23.17639669,44.87610449
other,5.81,Maize,707.1132633,22.12749137,46.64907687
brown,5.85,Maize,472.9021903,20.80142563,47.7134118
black,5.85,Maize,833.783432,22.33638996,64.64206436
brown,5.85,Maize,533.1049141,38.80136822,46.53533085
black,5.8,Maize,404.5745755,37.65265946,42.84442476
black,5.8,Maize,453.9493073,28.58062658,41.44735987
Brown,6,Maize,786.5927012,30.83272184,76.48272392
red,6,Maize,666.2310175,32.72842548,56.4139915
red,5.81,Maize,532.7422996,26.34294588,45.85095564
Redish Brown,6,Maize,666.725646,32.56749236,73.02622683
brown,6,Maize,939.931024,26.73357298,69.85888796
red,6.4,Maize,843.8328142,35.55887536,69.63091393
brown,6.4,Maize,868.1069346,22.37375219,41.12335653
red,5.58,Maize,908.8954139,21.69078291,48.28084554
red,6.74,Maize,828.1607758,26.92446827,42.28805582
red,5.85,Maize,849.0966385,29.00215064,52.26309957
brown,5.8,Maize,438.5547111,36.6756065,76.46554842
red,6,Maize,983.877346,32.71428578,65.36061533
brown,6.74,Maize,644.8318655,18.65523135,39.99766312
other,6,Maize,782.3389384,18.97475801,78.19539221
other,6.4,Maize,765.3844102,33.64209954,40.07326343
Reddish brown,6.4,Maize,329.0488271,22.84407106,80.78072705
red,6.4,Maize,856.6893453,22.83773189,53.663542
brown,5.63,Maize,449.7761882,32.12254068,79.826479
red,5.85,Maize,850.0769218,28.53552658,72.50220094
brown,5.8,Maize,889.2008392,31.78182638,79.15896491
brown,5.8,Maize,701.4452417,18.91343151,66.23014653
black,6.4,Maize,733.1713478,37.58882039,50.31500475
brown,5.8,Maize,503.0358841,23.01621777,64.27620959
red,5.8,Maize,895.2253101,36.62665832,54.17248244
black,5.8,Maize,466.3262739,26.3274611,57.86929706
brown,5.8,Maize,974.2904059,21.09045332,69.30488898
brown,6.37,Maize,961.7311445,22.42368969,58.61561595
red,5.5,Maize,615.0849621,28.18020676,38.5535336
brown,6.8,Maize,833.8438591,25.46437991,50.43082348
black,6.3,Maize,646.7616182,18.00213247,59.11614486
red,6.62,Maize,590.0485656,32.97542241,76.74406698
brown,5.85,Maize,784.3181498,28.36042739,43.39533893
brown,5.8,Maize,450.9211807,20.81073528,53.33326924
red,5.68,Maize,775.8498552,20.72027699,72.18676272
red,7.75,Maize,884.703255,26.81304001,61.3844678
gray,5.4,Maize,709.9097187,30.68585871,57.52299464
gray,5.4,Maize,910.6768052,20.48484755,58.9954104
red,4.7,Maize,766.1457166,28.40070315,69.86721727
brown,6.5,Maize,335.3024661,26.9661422,41.84457576
red,5.84,Maize,447.6894733,33.20317144,69.32695709
red,6.1,Maize,915.9759097,28.53283455,38.73803863
brown,5.55,Maize,936.3809064,28.85465549,52.17615793
black,6.5,Maize,775.1664064,38.57242478,78.51221365
brown,5.3,Maize,964.8866999,21.8137453,38.49366096
black,7.7,Maize,630.6428924,34.19842898,74.34013814
brown,5.8,Maize,825.3694547,18.99777677,63.29105671
brown,5.2,Maize,587.9404435,21.35518362,67.12102521
black,6.15,Maize,885.8860216,27.45293576,60.95439745
red,5.3,Maize,822.8940461,33.05619648,44.6969296
red,5.9,Maize,493.0619105,34.49419578,76.61353548
red,5.4,Maize,481.9801924,20.02417126,41.35664392
red,5.4,Maize,567.6310648,32.6318157,63.37110557
other,5.3,Maize,482.1056964,38.10449706,45.706061
red,5.3,Maize,384.3296566,33.94526743,76.9902668
red,5.3,Maize,934.20386,18.0640508,63.58492743
black,5.9,Maize,943.1711164,36.47965904,38.42976305
black,6.55,Maize,368.9292383,33.43322456,76.5171707
other,5.2,Maize,928.7739044,20.08389356,52.77315932
brown,6,Maize,643.5940555,34.46895766,72.81786572
other,5.2,Maize,429.825534,33.9581668,80.17368882
red,6.6,Maize,629.4670794,33.48313419,53.42749828
red,5.2,Maize,493.2791952,18.07034624,49.005638
other,5.3,Maize,664.314399,33.24628155,80.49975631
brown,5.3,Maize,789.1719404,29.78538937,52.75671416
red,5.5,Maize,953.0055834,23.57071978,49.90053574
brown,6.2,Maize,606.1081858,20.96572316,66.68300869
brown,6,Maize,438.8469071,28.7832231,56.70988442
red,5.2,Maize,625.2459289,19.46897763,66.71946522
red,5.3,Maize,487.043707,22.05824754,39.68593112
other,5.3,Maize,686.791365,34.2954284,51.04887547
brown,6.2,Maize,386.0289634,29.06516617,51.3934381
black,6,Maize,651.8434876,30.03840411,47.14779929
other,5.2,Maize,919.4362249,33.03169187,69.75791683
red,5.2,Maize,921.2305081,37.72794091,49.48597768
red,5.2,Maize,638.7213432,24.81707336,77.19021417
red,5.2,Maize,399.4224073,21.8397285,58.41111028
brown,5.3,Maize,433.7722268,24.18178427,50.29044172
other,5.2,Maize,498.5198647,38.28947471,75.89310207
red,5.3,Maize,714.4719858,37.39082723,41.18675878
brown,5.3,Maize,529.8214817,37.91412145,59.16715369
brown,5.6,Maize,464.5405542,34.28258454,64.26476049
red,5.3,Maize,660.0844469,33.69181414,61.64305494
red,5.2,Maize,527.2007548,18.06805145,57.73955061
other,5.2,Maize,674.1384766,24.46333389,76.90683894
red,5.2,Maize,804.2774528,35.00478541,55.58292007
red,5.2,Maize,926.5808294,30.00848592,60.07503838
red,5.3,Maize,772.4761639,22.16209889,62.92243703
red,5.3,Maize,936.624424,30.07657017,68.18888119
red,5.3,Maize,853.5741088,38.94109926,44.4401295
red,5.3,Maize,351.1295804,26.05424045,63.9171479
red,5.3,Maize,934.2629649,31.03123272,63.00356384
red,5.2,Maize,467.9567128,31.34285948,79.39424911
brown,6,Maize,465.60466,18.90262053,64.8929091
red,5.3,Maize,827.1022878,32.30803351,51.47991526
red,5.6,Maize,359.6292833,18.39508066,53.51470682
red,5.8,Maize,842.4894518,20.27115171,48.11180371
red,5.2,Maize,608.0489869,27.47300278,49.06551866
brown,6.4,Maize,474.9474131,36.43633346,39.0583098
red,5.3,Maize,850.4802291,36.90435388,46.18342057
red,5.2,Maize,577.6751428,20.42358886,49.6688995
red,5.4,Maize,728.1313262,27.69024765,48.98779992
red,5.2,Maize,652.2478957,20.05445846,51.60702634
brown,5.8,Maize,828.8518965,24.42345231,48.24331191
red,5.5,Maize,657.5002351,22.22067707,58.49823605
red,5.3,Maize,489.4396408,30.64437683,41.60244355
red,5.3,Maize,549.1168697,35.26709521,50.31823996
red,5.3,Maize,482.2588799,20.52175903,47.21638304
black,6.5,Maize,915.8458238,18.31758649,81.13868483
red,5.3,Maize,547.7264643,27.3973287,74.05445959
red,5.3,Maize,741.2167787,38.02198199,54.97312957
red,5.2,Maize,826.1749397,32.40035273,57.72330186
red,4.8,Maize,666.1914905,31.3333338,74.99718932
red,5.5,Maize,581.0364929,37.01170886,54.53817018
red,5.5,Maize,333.9159559,36.07653101,47.14456722
red,4.9,Maize,773.105607,27.5122104,66.53107632
red,5.2,Maize,811.6088521,24.44994901,54.96684704
brown,5.5,Maize,514.4152565,28.89542927,56.98597634
red,4.9,Maize,745.9654437,26.8868531,61.47469198
red,5.1,Maize,485.5110985,20.28632827,49.62730618
brown,5.2,Maize,549.8848461,22.98117635,43.75409752
red,5.1,Maize,669.0613468,22.1858907,73.01361621
red,5.1,Maize,762.271013,26.04251625,62.41451116
red,5.4,Maize,923.6931027,20.68078332,48.87828609
red,4.5,Maize,819.193327,38.87568129,68.38417448
brown,5.1,Maize,655.8558899,31.40471425,77.09062875
red,4.8,Maize,404.2516776,38.10096183,53.92271863
black,5.1,Maize,481.8844691,33.34211201,49.83539069
red,5.1,Maize,459.4332771,26.11387023,66.65242868
brown,5.3,Maize,709.8583739,30.53906354,47.1717968
red,5.1,Maize,467.9445055,18.05863783,42.56782035
red,5.1,Maize,915.1775782,38.89726343,66.93339222
red,5.1,Maize,451.8026619,22.92268697,40.07478245
red,5.1,Maize,941.4972175,24.27936292,62.20080995
red,4.8,Maize,712.2567223,26.30848156,72.03292064
red,4.9,Maize,343.0987816,34.87396409,54.7320856
brown,5.2,Maize,498.263617,19.85339719,41.20088607
red,5.4,Maize,701.4773444,29.28647581,54.94280747
reddish brown,5.54,Maize,439.937745,30.90791298,47.11017238
red,5.2,Maize,388.6705855,29.95497978,40.16527173
red,4.9,Maize,538.3213971,36.56932136,57.22008081
red,5.1,Maize,456.515957,34.73809727,73.59852242
brown,5.8,Maize,750.6651861,29.28697037,65.58834557
red,5.6,Maize,979.6225846,36.65353604,45.10690968
red,5.1,Maize,354.3512433,31.61024439,68.51930288
red,5,Maize,818.3045288,38.455112,72.0337382
brown,4.9,Maize,339.229224,29.27132944,60.95929441
brown,5.7,Maize,778.6582536,32.66976446,55.43627987
red,5.1,Maize,760.9283499,32.54795035,51.21303632
red,5.4,Maize,842.5516094,28.91993313,52.56600386
red,4.6,Maize,432.4473937,37.44313664,63.59821724
red,5.8,Maize,342.3427007,23.51997426,62.55171865
red,5.1,Maize,484.5946124,38.17185751,75.88842627
red,5.1,Maize,501.9722333,31.25364066,62.97501348
brown,5.1,Maize,793.0212323,18.04807776,78.46314968
red,5.1,Maize,853.116726,35.93856426,39.15998799
red,4.8,Maize,747.958166,21.24617468,71.09725654
red,4.9,Maize,934.4703405,22.32336766,42.28299224
red,5.2,Maize,469.2333194,23.87879412,68.16878619
black,5.1,Maize,887.9037163,27.07385509,52.78859299
red,5.4,Maize,543.8967378,21.59506142,47.56306587
red,4.9,Maize,480.0357836,37.50540545,51.12393403
other,5.2,Maize,498.3539588,28.20897461,40.51711255
red,5.3,Maize,876.4366224,23.38640922,64.95193114
red,5.1,Maize,681.2071925,23.13817456,64.32798855
red,4.7,Maize,829.2931387,23.4317587,51.40986031
black,5.1,Maize,931.4013933,37.86194496,41.64268467
black,5.1,Maize,599.5008826,32.10441202,58.42546855
red,5.6,Maize,830.2986303,24.72435574,76.19043811
red,5.6,Maize,953.0086431,38.31761626,41.07273157
red,4.8,Maize,844.1887864,32.2038455,58.08631826
red,5.1,Maize,316.2023706,35.59376787,70.76477028
red,5.3,Maize,495.1063389,18.72208571,51.31826044
red,5.6,Maize,596.2182025,36.29947524,77.4747157
red,5.8,Maize,858.8099286,23.80867349,42.9224524
red,5.1,Maize,826.0250635,20.66675595,52.71089849
red,4.9,Maize,943.0931244,34.35836939,81.13595673
red,5.1,Maize,591.5381281,25.62698605,49.17305661
brown,5,Maize,723.7600244,22.06494486,71.74121187
red,5.1,Maize,940.7398819,32.67585021,38.80059404
brown,5.5,Maize,616.4019958,25.88778366,38.91463049
red,4.8,Maize,638.6480799,22.85083607,66.58380929
red,4.7,Maize,317.8775798,26.64794701,77.47450161
red,5.1,Maize,474.8690315,26.62387958,66.14193773
Reddis brown,5.45,Maize,643.9425534,35.99851487,44.06139688
red,5.1,Maize,877.8588184,31.17324724,51.96821927
red,5.1,Maize,780.2972073,32.54991305,51.80975882
red,5,Maize,316.9960892,29.81441321,39.80228798
red,5.1,Maize,501.3493975,26.57632088,77.97124165
red,5.6,Maize,967.1019389,31.63250602,79.98874797
red,5.1,Maize,572.3966435,29.35212622,74.62516028
red,5.4,Maize,619.3871932,23.68084887,80.29814418
red,5.6,Maize,485.6966776,25.79331036,58.57612451
red,4.8,Maize,613.8215259,35.35780754,43.47058095
red,4.7,Maize,641.5098402,26.17577866,49.68815975
red,4.9,Maize,560.9042452,25.24347945,58.61539851
red,4.8,Maize,384.3603376,24.71948153,48.46178788
red,5.1,Maize,911.8394958,22.91017067,81.1842176
red,5.1,Maize,691.2263108,29.24934733,78.13819685
red,6.3,Maize,405.7667546,23.36019023,67.75524429
red,6.3,Maize,658.4673712,36.40758004,72.08771224
brown,5.1,Maize,483.9404136,21.66046051,46.57276631
red,5.1,Maize,616.0913126,32.95292274,45.9757584
red,5.1,Maize,709.3315189,38.97635466,53.18565872
red,5.1,Maize,629.5774869,33.39555033,51.70092003
red,5.1,Maize,451.9133261,32.67296267,73.67754457
brown,6.3,Maize,442.4263289,38.01839296,62.53712491
red,5.3,Maize,580.9182877,26.9247091,57.4992787
red,4.7,Maize,934.4261549,20.7085022,46.28363381
red,5.8,Maize,689.3850358,19.76653165,50.75139122
red,5.8,Maize,533.1620499,21.65423092,60.13726891
Red,5.88,Maize,464.7600154,37.71880069,61.30742341
Reddis brown,6.13,Maize,984.5111369,25.97542209,68.78222978
red,5.1,Maize,906.722272,33.85227925,42.87269159
red,5,Maize,835.1718148,21.63330878,79.68005376
red,5,Maize,970.6847054,19.29675729,72.71570212
red,5,Maize,395.5105769,20.4236021,55.95193505
red,4.9,Maize,819.2370371,23.72082195,41.06579475
red,5,Maize,712.6037811,37.9614675,74.51796741
red,5.5,Maize,404.6772131,23.4870717,80.86874415
red,5,Maize,638.4400957,27.96633666,67.15196496
red,5.4,Maize,727.2654211,28.96822647,74.62873519
red,5.3,Maize,714.785717,34.40843976,53.73678344
red,5.4,Maize,664.6471346,28.19488422,54.95007211
red,5.1,Maize,830.3600609,20.21041556,46.44460999
red,5.7,Maize,974.1785092,35.16636729,59.30880621
red,5,Maize,882.6977165,23.00983875,75.10687598
red,5.2,Maize,548.0129099,28.27651469,38.53341989
brown,5.4,Maize,863.7146276,28.70566694,55.54015959
red,5.5,Maize,546.757776,32.7472818,79.45846972
red,4.8,Maize,631.1975551,28.89914371,63.97851039
red,5.1,Maize,465.2303676,31.76935889,49.05274944
red,6,Maize,914.8726825,20.73887144,71.8820072
red,5.1,Maize,681.0558144,29.08422536,52.63819033
red,5.7,Maize,981.1269479,24.79513237,53.26658131
red,5.39,Maize,659.4844488,26.24073757,81.08616223
red,5.2,Maize,400.9027223,30.36494338,57.92610224
Black,6.3,Maize,954.1323803,23.32455848,67.01710011
Black,6.76,Maize,390.2325436,30.03237107,48.18695187
red,5.1,Maize,659.9432421,31.0499144,72.79029384
red,5,Maize,660.4390359,32.4438152,44.78310634
red,6.5,Maize,772.4942109,19.53476425,53.63320749
red,5,Maize,477.6616696,18.85065176,58.49150897
red,5.2,Maize,477.4327266,21.58600692,65.0621897
red,5.4,Maize,624.2431983,22.52197245,64.03483237
red,5.5,Maize,471.0011331,31.98223763,38.54015785
red,5.3,Maize,918.7606344,33.83554035,65.40396796
red,5.1,Maize,972.2591144,32.02993324,38.82512406
red,5.1,Maize,588.2749013,29.41087928,48.82563578
red,5,Maize,913.8476455,36.97001733,53.82196283
red,5,Maize,736.5987491,32.94288307,43.54830491
red,4.7,Maize,532.9042822,20.3675225,67.3026329
red,5.6,Maize,878.4947815,20.71974191,58.03358695
red,5.3,Maize,715.8009932,22.07712242,77.07679427
red,5.3,Maize,530.5036906,18.41424346,74.69443753
brown,5.39,Maize,755.5915647,32.90428464,39.74171335
red,5.3,Maize,749.208881,31.64161786,44.10637679
red,4.9,Maize,581.7636089,21.16058153,62.84916989
brown,5.7,Maize,748.649858,37.64214802,68.09171348
brown,5.4,Maize,714.2317546,21.15491454,75.7342195
red,5,Maize,688.7478073,25.39132507,69.05076648
Red,5.5,Maize,594.1529166,18.05903381,40.27384184
red,5.2,Maize,840.8505258,25.12656589,59.33438249
red,5,Maize,437.3748386,32.33731607,51.42813353
red,4.9,Maize,414.8869839,28.62816569,74.45677482
red,5.5,Maize,474.1143799,23.55873738,54.94503121
red,5.4,Maize,395.8953438,35.17175768,51.46068188
brown,5.3,Maize,702.8712441,26.53145526,46.24425971
red,4.8,Maize,636.1070932,27.77166914,56.95199053
red,4.9,Maize,705.0016859,30.61340185,75.6289218
red,4.9,Maize,621.9671751,23.24606653,38.05607968
red,5,Maize,561.0841303,31.41232779,47.16794059
other,4.7,Maize,430.491152,20.87169188,40.86432039
red,5.5,Maize,539.1756985,36.55556494,66.53030954
red,5.1,Maize,782.0464773,29.79165004,45.24378815
Very dark brown,6.38,Maize,943.6113067,36.84568781,79.29065735
red,5.1,Maize,636.2902138,18.37141443,51.08711839
red,4.9,Maize,717.6168823,36.08277262,66.02262728
red,5.1,Maize,521.3477772,38.53524014,75.64068712
red,4.8,Maize,735.9341838,31.39100413,70.04853368
other,4.8,Maize,606.6623871,29.69384527,75.03976512
red,4.7,Maize,608.6205718,25.62238417,59.1075928
brown,5,Maize,925.4456799,31.29675672,64.32612136
Black,6.6,Maize,596.3647191,35.2758356,64.08274951
red,5,Maize,768.0003276,26.66215361,73.76450148
red,5.2,Maize,802.0821591,30.1123302,68.29775513
red,4.9,Maize,731.4005738,25.25559302,71.04840045
black,4.9,Maize,327.6254788,34.87015478,47.40363284
